latitude,longitude,historical_landslide,elevation_m,slope_degrees
26.080035,94.420815,0,877.0,18.329819733358647
27.92808,95.711071,0,136.0,2.385944030388813
25.697749,91.858494,0,834.0,7.062044068464845
27.322843,94.204136,0,90.0,0.0
25.75276,91.780126,0,665.0,8.104435709194412
27.890932,93.122904,0,2332.0,26.553906538270432
26.742926,93.059551,0,80.0,0.4774537773095774
27.727117,88.81121,0,3706.0,1.012750369636371
24.611803,94.194159,0,1525.0,34.94713390310787
27.604661,91.768964,0,3786.0,21.55942138371082
25.844464,92.812977,0,88.0,5.710593137499643
26.269208,93.469532,0,780.0,17.62255313386367
24.536232,92.716993,0,61.0,8.56312820868944
25.523595,92.552109,0,909.0,1.8175220187198482
27.183816,92.131339,0,2924.0,25.25493250635702
24.866382,93.579376,0,536.0,34.61867922481203
28.026465,95.084616,0,1570.0,29.047913733133626
25.383522,91.076774,0,606.0,11.927252133664076
26.749912,92.973151,0,73.0,1.7210061534334908
26.54069,93.624195,0,384.0,18.86358755562412
24.558488,93.530508,0,1420.0,35.03488047791647
27.253243,95.661931,0,193.0,6.0637651384102655
26.564593,90.808481,0,54.0,1.2171181316034883
25.087668,92.814374,0,120.0,1.6876048941769748
26.796207,94.530993,0,103.0,3.016961309815993
22.995898,92.615243,0,216.0,30.651189418587016
25.334231,90.969562,0,389.0,1.8175220187198482
29.193728,95.675822,0,3849.0,23.630331886271225
25.665137,92.763735,0,325.0,4.822542232360713
25.068036,94.448867,0,2179.0,40.28415836910245
25.986032,90.596104,0,290.0,15.909875915266639
27.704279,94.992423,0,109.0,0.3376147110174216
26.051844,94.771152,0,2120.0,25.0483691617686
27.594596,95.815465,0,149.0,3.389067065438376
24.563398,92.24007,0,36.0,1.012750369636371
24.578855,93.539148,0,1300.0,29.88199190250392
26.702213,94.69382,0,513.0,20.553719488933126
25.994762,90.65469,0,59.0,1.8175220187198482
29.356734,96.078175,0,5051.0,12.225122675735754
