latitude,longitude,elevation_m,slope_degrees,historical_landslide
26.60358,93.481,106.0,15.609525869125669,1
26.88969,92.12266,261.0,47.2228541808757,1
26.89074,92.12068,228.0,42.850890051218336,1
26.9174,92.77163,110.0,5.128711509483252,1
26.92013,92.75994,128.0,3.8140748342903534,1
26.92088,92.75933,140.0,11.348119585994183,1
26.92216,92.7678,139.0,11.386165083355712,1
26.9231,92.76755,154.0,13.515781057664528,1
26.92666,92.73966,156.0,23.3822424378352,1
26.93362,92.70757,137.0,9.508656426564368,1
26.93438,92.729,154.0,8.935631425418535,1
26.9358,92.70369,125.0,3.931095784160226,1
26.93586,92.70441,143.0,17.93200256558677,1
26.93597,92.70455,143.0,17.93200256558677,1
26.93641,92.70308,130.0,5.550718212127324,1
26.93819,92.70402,133.0,9.73677691573277,1
26.93855,92.70336,136.0,8.735690934280582,1
26.94755,93.257521,125.0,14.959246786437893,1
26.9498,93.45291,182.0,31.6607510966366,1
26.95052,93.45136,177.0,10.046788047511114,1
26.95266,93.44166,154.0,15.042369244334246,1
26.9693,92.634,140.0,10.21937711459359,1
26.97013,92.63363,140.0,14.302914425322813,1
26.97041,92.63436,130.0,3.016961309815993,1
26.972889,92.632833,134.0,6.379370208442804,1
25.15398187,93.02361022,611.0,19.68967329725292,1
26.11464,91.83886,175.0,17.775317038209,1
26.19044,91.77502,109.0,10.555380466061171,1
24.57257,92.70357,65.0,9.73677691573277,1
24.57235,92.70536,66.0,10.046788047511114,1
24.58585,92.70274,53.0,10.43076019506472,1
24.96756,92.74392,34.0,14.273571375658683,1
24.95794,92.73201,43.0,8.47871314708616,1
24.95054,92.731458,46.0,16.601549599020238,1
24.94756,92.73097,61.0,20.80971857959822,1
25.16736,93.00953,630.0,19.370844026969944,1
25.16023,93.01084,591.0,20.43931757325825,1
25.162389,93.010222,591.0,17.03574212804197,1
25.1625278,93.0103333,591.0,17.03574212804197,1
25.162472,93.01044,599.0,12.604382648379184,1
25.17175,93.00726,728.0,17.752790161946685,1
25.16649,93.01092,648.0,32.401162502089626,1
25.170194,93.007389,700.0,13.915808695897177,1
25.17144,93.005694,698.0,9.64622531297678,1
25.16579,93.00948,581.0,17.752790161946685,1
25.15859,93.01292,586.0,13.915808695897177,1
26.13441667,91.74875,107.0,7.2338446967252255,1
26.15461111,91.80086111,79.0,7.2338446967252255,1
26.09961111,91.87811111,86.0,9.508656426564368,1
26.14944444,91.748,136.0,24.46133251877165,1
26.16658333,91.71480556,128.0,24.932657538079724,1
25.15556,93.021583,610.0,10.21937711459359,1
25.156483,93.018367,614.0,17.775317038209,1
25.158138,93.024778,543.0,6.91817481667161,1
25.24194444,93.14319444,624.0,22.61986494804043,1
25.41733333,93.12908333,387.0,3.016961309815993,1
25.17044,93.025325,469.0,21.18915910142139,1
25.171264,93.020014,643.0,24.242444512172103,1
25.16804,93.02503,485.0,21.04572088407584,1
25.178006,93.022825,527.0,14.15548761586253,1
25.168083,93.024922,485.0,21.04572088407584,1
25.27480556,93.14555556,497.0,15.06995574963759,1
25.18955556,93.09641667,535.0,24.591248866909307,1
25.1638056,93.010861,596.0,24.38870074689113,1
25.175,93.01967,646.0,23.3822424378352,1
26.19552778,91.78055556,165.0,18.94158858012096,1
25.17483,93.019861,650.0,31.06099134268408,1
25.1568056,93.019722,638.0,28.280269845499703,1
25.156833,93.017694,637.0,38.5746628389258,1
25.1565,93.0151,589.0,15.06995574963759,1
25.15667,93.01275,564.0,12.260147486012336,1
25.16367,93.02478,520.0,9.508656426564368,1
25.16649,93.02289,558.0,18.96231828867539,1
25.16497,93.02275,590.0,34.34609740006152,1
25.1655,93.02556,516.0,13.03657849691309,1
25.16427,92.99788,497.0,21.33126583595921,1
25.17425,93.00244,768.0,9.64622531297678,1
25.162667,93.009806,570.0,18.96231828867539,1
25.16553,93.02172,630.0,28.98757825007264,1
25.17986111,93.07077778,512.0,4.763641690726178,1
25.14677778,93.03097222,483.0,22.22435314380804,1
25.15561111,93.02222222,617.0,17.752790161946685,1
25.15658333,93.01961111,624.0,23.428692808745403,1
25.15713889,93.01719444,651.0,34.730518200788445,1
25.164,93.04019444,450.0,17.93200256558677,1
25.10638889,92.86480556,221.0,22.140679470491683,1
25.10941667,92.88075,282.0,14.506372352544124,1
25.10988889,92.89316667,282.0,11.348119585994183,1
25.10877778,92.92033333,269.0,12.260147486012336,1
25.10897222,92.92886111,257.0,11.386165083355712,1
26.146,91.756,92.0,7.653048720543413,1
25.11011111,92.99877778,572.0,28.98757825007264,1
25.11077778,93.00458333,537.0,23.4904160686416,1
25.11238889,93.00575,567.0,34.25055493497398,1
25.14872222,93.03191667,451.0,29.83376877992044,1
25.14525,93.02916667,542.0,27.5172599283964,1
25.15572222,93.02277778,613.0,27.32389130134654,1
25.23230556,93.03333333,554.0,18.96231828867539,1
25.14264,93.03182,498.0,19.630414815023528,1
25.14722,93.03128,461.0,28.176705590951745,1
25.143408,93.02995,460.0,18.87922133905067,1
25.14879,93.031636,470.0,22.140679470491683,1
25.15144,93.0331,454.0,33.66525729241905,1
25.15669444,93.01766667,616.0,31.051293565952417,1
