latitude,longitude,event_date,rainfall_mm_day,elevation_m,slope_degrees,soil_wetness_gwet_top,soil_moisture_source
27.164915,94.216009,2023-07-28,34.66499710083008,86.0,0.7548944975654582,0.92,NASA_POWER_MERRA2
27.462709,92.421925,2022-09-30,0.3649999797344208,2488.0,23.277229246838036,0.8,NASA_POWER_MERRA2
28.638706,95.157057,2022-05-15,6.474999904632568,1866.0,36.24060117677678,0.89,NASA_POWER_MERRA2
24.5723,93.529338,2025-06-15,30.34499740600586,1178.0,31.792282570357223,0.83,NASA_POWER_MERRA2
28.11538,97.170783,2024-05-28,23.069997787475582,4379.0,36.724085806570734,0.8,NASA_POWER_MERRA2
23.19849,92.882414,2024-08-13,0.0,546.0,14.310239191234691,0.92,NASA_POWER_MERRA2
28.331528,94.815007,2023-09-12,0.8400000333786011,822.0,22.662524505739437,0.84,NASA_POWER_MERRA2
26.361025,90.29661,2024-05-28,62.09999847412109,53.0,2.433138796850444,0.7,NASA_POWER_MERRA2
25.628396,94.306306,2024-05-28,88.49498748779297,2204.0,20.064389997069007,0.92,NASA_POWER_MERRA2
25.345325,91.418912,2009-07-01,154.85501098632812,1490.0,10.663120448541864,0.88,NASA_POWER_MERRA2
25.909065,94.280363,2024-07-02,10.119998931884766,829.0,12.81007731882675,0.94,NASA_POWER_MERRA2
24.458634,92.241221,2024-06-01,0.6949999928474426,25.0,1.817522018719848,0.9,NASA_POWER_MERRA2
26.646084,90.889514,2026-05-30,0.0,69.0,2.5695028228896355,0.67,NASA_POWER_MERRA2
25.820957,94.119182,2025-06-01,13.754999160766602,1174.0,16.416440373585463,0.87,NASA_POWER_MERRA2
26.609935,92.088514,2007-07-17,2.049999952316284,78.0,3.5204050825976285,0.73,NASA_POWER_MERRA2
26.217541,93.061465,2024-05-28,49.869998931884766,84.0,1.7210061534334908,0.8,NASA_POWER_MERRA2
27.535831,93.812493,2021-04-28,10.425000190734863,1607.0,12.416385315606288,0.61,NASA_POWER_MERRA2
27.518076,91.786095,2024-07-02,3.6550002098083496,1728.0,47.00764738441772,0.91,NASA_POWER_MERRA2
28.487773,94.158653,2023-08-10,4.460000038146973,2472.0,28.08409936669116,0.91,NASA_POWER_MERRA2
27.955653,93.310498,2018-05-18,1.045000076293945,2204.0,34.06686306057424,0.7,NASA_POWER_MERRA2
25.890612,92.0457,2024-06-07,8.22499942779541,726.0,10.030442717931756,0.8,NASA_POWER_MERRA2
27.820091,97.115108,2016-05-22,57.77001190185547,2362.0,51.22852294606111,0.93,NASA_POWER_MERRA2
26.917221,93.766913,2025-06-01,5.449999809265137,80.0,2.052775101535614,0.84,NASA_POWER_MERRA2
27.645255,91.923106,2024-05-28,0.3000000119209289,3465.0,18.35954987108923,0.76,NASA_POWER_MERRA2
26.305898,92.79322,2024-06-12,9.225000381469728,65.0,4.289153328819018,0.66,NASA_POWER_MERRA2
27.012906,92.563507,2024-05-28,46.26999282836914,481.0,22.59136070457113,0.76,NASA_POWER_MERRA2
27.631649,88.390532,2024-05-28,4.334999561309815,2866.0,34.34312015369677,0.71,NASA_POWER_MERRA2
27.971594,88.729488,2024-06-28,5.809999465942383,5287.0,25.76429782575938,0.81,NASA_POWER_MERRA2
28.083943,95.558176,2024-05-28,27.40999984741211,199.0,4.393377408433921,0.74,NASA_POWER_MERRA2
23.876389,93.346398,2016-05-17,51.56500244140625,1063.0,27.17735741799749,0.77,NASA_POWER_MERRA2
23.92703,94.152119,2024-08-25,37.81499481201172,340.0,0.7548944975654582,0.73,NASA_POWER_MERRA2
23.414603,91.573296,2022-06-17,66.20001220703125,82.0,7.660316591254672,0.92,NASA_POWER_MERRA2
23.345869,91.528557,2024-08-13,0.3349999785423279,35.0,11.653262308925733,0.93,NASA_POWER_MERRA2
25.168349,93.154747,2016-05-22,0.755000114440918,992.0,26.10832406962671,0.93,NASA_POWER_MERRA2
25.944543,91.53376,2024-07-09,14.594999313354492,311.0,26.337475856826448,0.85,NASA_POWER_MERRA2
25.722888,91.148096,2025-05-31,15.889999389648438,985.0,30.205466819616653,0.98,NASA_POWER_MERRA2
27.141419,92.851021,2016-05-22,3.554999351501465,1016.0,22.140679470491683,0.76,NASA_POWER_MERRA2
28.264937,95.974532,2024-05-28,31.154998779296875,2389.0,27.590686362179103,0.82,NASA_POWER_MERRA2
27.217694,93.566993,2025-01-19,0.0,879.0,37.358895117583934,0.67,NASA_POWER_MERRA2
27.534105,96.374007,2024-05-28,56.21499252319336,532.0,7.917305155246911,0.72,NASA_POWER_MERRA2
28.059464,97.098106,2022-05-14,12.845000267028809,4000.0,24.50836784352711,0.92,NASA_POWER_MERRA2
28.327295,94.319193,2014-09-22,23.374998092651367,3091.0,48.94315600528589,0.9,NASA_POWER_MERRA2
24.36059,93.005262,2020-06-02,2.8450002670288086,502.0,11.54163616146147,0.85,NASA_POWER_MERRA2
27.89953,88.423202,2024-05-28,0.6599999666213989,4719.0,4.972358392400693,0.68,NASA_POWER_MERRA2
25.170488,91.480817,2024-07-02,5.755000114440918,61.0,17.0000833481045,0.99,NASA_POWER_MERRA2
27.149139,95.550149,2013-08-18,0.0,599.0,15.70167123678081,0.95,NASA_POWER_MERRA2
24.879842,94.651242,2024-07-07,15.605000495910645,544.0,22.64628690782382,0.85,NASA_POWER_MERRA2
27.705526,94.660517,2016-07-14,28.48500061035156,315.0,20.91228418611125,0.93,NASA_POWER_MERRA2
28.71238,94.164135,2020-06-02,17.145000457763672,3009.0,27.41028169409525,0.92,NASA_POWER_MERRA2
26.575967,92.36669,2025-05-31,8.930000305175781,66.0,3.372286683433898,0.83,NASA_POWER_MERRA2
25.745227,93.314899,2024-10-07,13.280000686645508,217.0,5.150652185902698,0.86,NASA_POWER_MERRA2
25.981654,91.936586,2025-06-02,7.529999256134033,535.0,6.317550481225067,0.85,NASA_POWER_MERRA2
25.281027,92.066343,2024-05-28,82.30499267578125,1030.0,5.989218403964244,0.99,NASA_POWER_MERRA2
27.42307,92.718578,2024-05-28,32.48999786376953,2094.0,33.66732624853926,0.77,NASA_POWER_MERRA2
27.996196,93.085517,2025-06-01,12.459999084472656,2744.0,8.111279210562941,0.83,NASA_POWER_MERRA2
26.914966,92.610118,2024-05-28,33.46500015258789,117.0,0.3376147110174216,0.76,NASA_POWER_MERRA2
26.804087,92.84772,2024-05-28,40.41500473022461,78.0,2.385944030388813,0.75,NASA_POWER_MERRA2
26.399713,92.317463,2007-09-07,52.32000732421875,56.0,0.9548412538721888,0.94,NASA_POWER_MERRA2
25.788967,90.232556,2025-05-30,35.95499801635742,146.0,8.543726239832896,0.89,NASA_POWER_MERRA2
26.784301,94.537906,2025-07-07,17.469999313354492,105.0,3.109633021988153,0.88,NASA_POWER_MERRA2
26.795908,95.354246,2019-07-16,0.0,594.0,18.946773780002005,0.97,NASA_POWER_MERRA2
27.010518,93.154722,2007-08-12,9.19499969482422,444.0,8.327142652905913,0.86,NASA_POWER_MERRA2
26.529789,91.622357,2025-06-01,71.18999481201172,59.0,0.7548944975654582,0.81,NASA_POWER_MERRA2
26.455643,93.214573,2025-06-01,0.8700000047683716,766.0,17.109734569428905,0.85,NASA_POWER_MERRA2
26.42718,94.584889,2016-05-22,1.2249999046325684,586.0,17.721756522654722,0.85,NASA_POWER_MERRA2
25.694809,91.208657,2025-07-31,0.0,1289.0,16.18139460308577,0.97,NASA_POWER_MERRA2
25.456659,90.851103,2024-05-28,5.25499963760376,396.0,10.865111054657977,0.95,NASA_POWER_MERRA2
25.770189,94.155492,2019-06-27,4.860000133514404,966.0,18.56861104463105,0.85,NASA_POWER_MERRA2
25.826312,94.555343,2025-06-01,12.28499984741211,1715.0,10.176527410054078,0.87,NASA_POWER_MERRA2
27.592414,93.848399,2021-08-23,7.199999809265137,1631.0,10.224719622276762,0.93,NASA_POWER_MERRA2
28.794697,95.27175,2025-06-01,30.57000160217285,2152.0,19.37587916013665,0.84,NASA_POWER_MERRA2
26.784905,92.349214,2025-06-25,0.0,106.0,1.0675202709770988,0.74,NASA_POWER_MERRA2
26.863531,92.554523,2025-06-01,11.47499942779541,104.0,1.5095270002735288,0.81,NASA_POWER_MERRA2
25.581621,92.623774,2007-07-25,135.9449920654297,720.0,12.946519289312022,0.94,NASA_POWER_MERRA2
26.166236,94.118349,2016-07-01,22.170001983642575,294.0,14.203597427432593,0.9,NASA_POWER_MERRA2
28.42937,93.659441,2025-06-01,7.77500057220459,2945.0,36.934278635907546,0.86,NASA_POWER_MERRA2
24.686894,94.257312,2024-05-28,80.05500793457031,1444.0,31.187749878253733,0.89,NASA_POWER_MERRA2
25.675447,89.949889,2025-07-06,0.559999942779541,103.0,16.665741309979975,0.88,NASA_POWER_MERRA2
28.130256,97.031184,2016-05-22,44.40499496459961,1387.0,42.79372386341867,0.93,NASA_POWER_MERRA2
27.509414,95.905712,2009-07-01,25.509998321533203,164.0,4.972358392400693,0.84,NASA_POWER_MERRA2
27.21669,95.132797,2025-07-07,5.929999351501465,109.0,1.0675202709770988,0.89,NASA_POWER_MERRA2
23.64605,91.197694,2024-07-02,59.07999801635742,18.0,5.150652185902698,0.95,NASA_POWER_MERRA2
25.540839,92.911584,2024-05-28,57.83500671386719,245.0,10.779771619960355,0.92,NASA_POWER_MERRA2
29.035075,94.632377,2024-07-01,8.59000015258789,3885.0,38.379067082746815,0.97,NASA_POWER_MERRA2
25.880601,90.032445,2024-07-02,12.829999923706056,83.0,8.767251443500896,0.96,NASA_POWER_MERRA2
26.357941,94.362581,2025-06-01,5.644999504089356,406.0,11.727024027980926,0.83,NASA_POWER_MERRA2
27.286547,93.06638,2024-07-02,14.539999008178713,878.0,27.122068499384515,0.92,NASA_POWER_MERRA2
25.958958,90.361444,2024-05-28,28.88999938964844,177.0,6.990494340294632,0.85,NASA_POWER_MERRA2
23.983639,91.873351,2024-05-28,28.619997024536133,91.0,10.698770358091483,0.92,NASA_POWER_MERRA2
24.92371,92.897921,2020-02-02,0.0,61.0,4.222687118252763,0.69,NASA_POWER_MERRA2
29.083635,94.769225,2024-07-06,23.05000114440918,2561.0,22.033339392240457,0.97,NASA_POWER_MERRA2
25.80429,91.356515,2025-06-01,24.329998016357425,296.0,27.097435772987733,0.84,NASA_POWER_MERRA2
26.503588,92.398243,2025-06-01,24.935001373291016,61.0,1.3502244696996155,0.82,NASA_POWER_MERRA2
25.835309,93.083196,2023-09-17,19.249998092651367,152.0,8.588925239163549,0.6,NASA_POWER_MERRA2
23.367151,92.987295,2024-07-02,39.73499298095703,1294.0,34.29242363523321,0.96,NASA_POWER_MERRA2
25.693512,92.304079,2021-06-06,43.53499984741211,907.0,2.263636058426967,0.82,NASA_POWER_MERRA2
27.439583,94.008614,2024-05-28,55.720001220703125,1404.0,21.086199125980364,0.77,NASA_POWER_MERRA2
26.574001,91.689929,2016-04-23,17.419998168945312,67.0,3.016961309815993,0.78,NASA_POWER_MERRA2
25.386766,91.422419,2008-08-02,10.425000190734863,1527.0,4.289153328819018,0.92,NASA_POWER_MERRA2
28.885165,95.777255,2024-05-28,36.82999801635742,2185.0,28.738431183880497,0.69,NASA_POWER_MERRA2
25.481597,93.976119,2025-05-31,38.95000076293945,1603.0,30.73297765675388,0.89,NASA_POWER_MERRA2
24.191555,93.427035,2022-06-15,9.21500015258789,579.0,9.566235322594842,0.83,NASA_POWER_MERRA2
28.538464,94.756165,2020-05-26,40.67500686645508,2631.0,28.994445658830443,0.9,NASA_POWER_MERRA2
28.138701,94.672009,2016-05-22,26.21999931335449,386.0,27.644424321631288,0.88,NASA_POWER_MERRA2
24.831526,92.964362,2025-06-01,37.79500579833984,40.0,5.150652185902698,0.96,NASA_POWER_MERRA2
26.53003,93.012103,2024-07-02,2.9599997997283936,89.0,1.391763426244203,0.88,NASA_POWER_MERRA2
27.351685,88.23069,2025-06-01,4.739999771118164,1319.0,46.41024182626523,0.84,NASA_POWER_MERRA2
27.421331,94.942175,2022-10-10,25.364999771118164,104.0,0.7548944975654582,0.97,NASA_POWER_MERRA2
26.047447,90.302822,2018-06-14,82.76998901367188,32.0,2.698950908923438,0.88,NASA_POWER_MERRA2
25.53996,91.670479,2025-05-31,70.70499420166016,1757.0,7.2338446967252255,0.99,NASA_POWER_MERRA2
23.163641,91.574205,2025-09-13,27.19999313354492,84.0,8.867442917822803,0.93,NASA_POWER_MERRA2
25.28964,91.667764,2020-07-12,36.92499542236328,1087.0,46.27817245983603,1.0,NASA_POWER_MERRA2
24.154808,92.333056,2025-05-29,71.71499633789062,68.0,4.679912393493258,0.91,NASA_POWER_MERRA2
25.308231,93.281501,2024-05-28,114.24002075195312,638.0,12.814236200163856,0.92,NASA_POWER_MERRA2
28.230479,95.548263,2024-05-28,37.60499572753906,443.0,5.258953144814,0.74,NASA_POWER_MERRA2
26.382869,94.934732,2024-07-07,32.93000030517578,872.0,16.665741309979975,0.9,NASA_POWER_MERRA2
26.043355,90.963826,2025-06-02,45.76000213623047,48.0,2.1342998941463125,0.8,NASA_POWER_MERRA2
29.08798,96.066471,2024-08-08,0.3399999737739563,2378.0,60.101844183728296,0.91,NASA_POWER_MERRA2
26.340854,91.844166,2024-09-12,0.0,55.0,3.945476393479333,0.81,NASA_POWER_MERRA2
28.863375,94.530637,2024-05-28,10.0,2204.0,29.260073022738787,0.69,NASA_POWER_MERRA2
27.899078,95.894281,2026-03-16,37.96000289916992,154.0,0.4774537773095774,0.85,NASA_POWER_MERRA2
25.980953,92.376744,2007-08-28,9.514999389648438,579.0,4.380487094158032,0.83,NASA_POWER_MERRA2
23.507404,93.049958,2025-06-01,132.32000732421875,738.0,33.89536963300801,0.94,NASA_POWER_MERRA2
27.920247,93.660555,2024-05-28,25.2400016784668,1309.0,41.00847613866502,0.77,NASA_POWER_MERRA2
25.346183,92.740806,2024-08-13,0.0,963.0,4.168739961832943,0.94,NASA_POWER_MERRA2
28.783147,96.507509,2025-05-31,30.9950008392334,4558.0,28.20265767471569,0.83,NASA_POWER_MERRA2
25.33057,92.924809,2024-07-02,9.229999542236328,535.0,20.99158237694124,0.91,NASA_POWER_MERRA2
26.714971,91.422735,2022-05-15,94.69500732421876,100.0,1.012750369636371,0.79,NASA_POWER_MERRA2
24.370533,92.718103,2022-10-02,27.19499969482422,168.0,21.04572088407583,0.92,NASA_POWER_MERRA2
26.177945,93.310551,2025-05-31,32.5,639.0,15.99993592924168,0.83,NASA_POWER_MERRA2
26.073833,94.64407,2025-06-02,7.744998931884766,1585.0,22.228525063117385,0.87,NASA_POWER_MERRA2
25.654682,93.693154,2024-05-28,88.02001190185547,322.0,2.433138796850444,0.88,NASA_POWER_MERRA2
27.800086,95.227295,2007-06-16,52.6300048828125,122.0,1.391763426244203,0.87,NASA_POWER_MERRA2
27.33091,94.205508,2024-05-28,46.00000762939453,90.0,0.7548944975654582,0.68,NASA_POWER_MERRA2
28.754721,96.41914,2024-05-28,15.319997787475586,4342.0,27.63100627025136,0.69,NASA_POWER_MERRA2
28.864527,95.64722,2025-05-29,31.839998245239254,2912.0,3.1818128120974354,0.78,NASA_POWER_MERRA2
27.411579,94.282346,2025-06-01,22.59499931335449,96.0,0.7548944975654582,0.91,NASA_POWER_MERRA2
25.774034,90.824559,2024-05-28,9.550000190734863,574.0,3.372286683433898,0.85,NASA_POWER_MERRA2
27.721844,88.734628,2025-05-31,11.460000038146973,3529.0,29.44550937696498,0.84,NASA_POWER_MERRA2
26.173414,91.759264,2024-05-28,27.38500213623047,56.0,1.3502244696996155,0.9,NASA_POWER_MERRA2
26.57812,91.968664,2024-09-24,1.869999885559082,74.0,1.817522018719848,0.74,NASA_POWER_MERRA2
28.114753,94.404352,2024-05-28,32.349998474121094,1548.0,10.388857815469612,0.73,NASA_POWER_MERRA2
28.336579,96.839566,2024-05-28,22.035001754760746,3614.0,45.548365140763664,0.74,NASA_POWER_MERRA2
26.057934,92.744386,2009-08-20,20.17500114440918,75.0,2.7199233149201807,0.87,NASA_POWER_MERRA2
27.38818,92.095955,2024-05-28,5.474999904632568,2637.0,26.21110856138564,0.76,NASA_POWER_MERRA2
25.528079,94.597157,2016-05-22,0.7199999690055847,1475.0,18.009697068630487,0.87,NASA_POWER_MERRA2
28.736895,94.948115,2025-05-31,3.169999837875366,547.0,38.92518394304661,0.88,NASA_POWER_MERRA2
27.651035,88.350857,2024-05-28,4.334999561309815,4853.0,49.44844401958281,0.71,NASA_POWER_MERRA2
27.184337,95.947162,2024-09-17,6.92500114440918,846.0,25.13026814739183,0.91,NASA_POWER_MERRA2
29.132767,94.549456,2007-07-19,52.655006408691406,4112.0,39.52836959663145,0.78,NASA_POWER_MERRA2
25.780125,92.800716,2024-05-28,38.90999603271485,107.0,1.817522018719848,0.83,NASA_POWER_MERRA2
29.163431,94.699754,2025-09-13,4.845000267028809,2733.0,22.848061348463908,0.86,NASA_POWER_MERRA2
28.931972,96.268231,2024-05-28,18.45000267028809,3640.0,23.784155578580865,0.69,NASA_POWER_MERRA2
25.21692,93.256955,2025-06-06,1.7450001239776611,1267.0,31.52580662322919,0.88,NASA_POWER_MERRA2
29.115468,96.035224,2024-07-02,0.2899999916553497,3063.0,18.926021867372565,0.95,NASA_POWER_MERRA2
28.472765,93.301603,2024-06-01,0.0,4194.0,27.14359186707415,0.68,NASA_POWER_MERRA2
25.883033,90.049783,2024-07-07,5.009999752044678,26.0,2.263636058426967,0.95,NASA_POWER_MERRA2
26.777234,91.908352,2014-09-23,0.0799999982118606,145.0,3.5204050825976285,0.9,NASA_POWER_MERRA2
28.628646,95.443174,2008-06-19,12.144999504089355,2376.0,32.71217319384876,0.86,NASA_POWER_MERRA2
28.248015,95.271603,2018-05-18,3.2200002670288086,1388.0,46.48790334192925,0.71,NASA_POWER_MERRA2
27.981736,93.74129,2022-11-14,0.0,498.0,3.7692440164074177,0.82,NASA_POWER_MERRA2
25.757751,92.024695,2024-07-02,8.550000190734863,873.0,18.434948822922014,0.94,NASA_POWER_MERRA2
26.49368,93.51559,2024-06-02,12.48499870300293,608.0,4.393377408433921,0.77,NASA_POWER_MERRA2
23.919154,91.499889,2010-06-20,10.19999885559082,122.0,8.842508257902008,0.88,NASA_POWER_MERRA2
25.922898,92.895056,2024-05-28,57.345001220703125,74.0,2.385944030388813,0.8,NASA_POWER_MERRA2
26.521845,94.614608,2024-10-07,1.1150000095367432,380.0,27.41481600801581,0.88,NASA_POWER_MERRA2
27.686591,92.614633,2025-05-31,3.880000114440918,2817.0,52.69535580023869,0.82,NASA_POWER_MERRA2
